epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_ece,val_nll,selection_score,router_temperature,learning_rate,route_full,route_causal,route_local,epoch_seconds
25,0.6252350807189941,89.3053970336914,1.0306573699737762,69.11888111888112,0.666724970173628,0.1145170324368702,1.0306574723379855,68.62960429857746,0.8691256226792268,0.00018060887479314666,0.33321655,0.33262098,0.33416247,13.749507665634155
26,0.6218437552452087,89.43385314941406,0.9475401551573427,71.49300699300699,0.6883157422345355,0.10276332790253462,0.9475402585524714,70.9607204390963,0.8495856940166431,0.00017490012603405152,0.33290124,0.33312312,0.3339756,13.475522994995117
27,0.618818461894989,89.42918395996094,0.8667834216564685,73.65734265734267,0.7096595443538833,0.09109938498716671,0.8667834276856538,73.11906501295181,0.8304850675701901,0.0001690658513527577,0.33332166,0.3327728,0.33390555,13.249325275421143
28,0.6163161396980286,89.56698608398438,0.779514108937937,75.75874125874125,0.7325455895624629,0.07877996416775497,0.7795141840899023,75.25790479824227,0.8118138668228942,0.00016312102724869642,0.33373037,0.33234072,0.3339289,13.152071237564087
29,0.610557496547699,89.75499725341797,0.6901291384396853,77.79020979020979,0.7567086079600839,0.06591051578573831,0.6901291683350077,77.36633999136951,0.7935624373044368,0.00015708091400008136,0.3330881,0.33404568,0.33286622,13.556648969650269
30,0.6107736229896545,89.72930908203125,0.5908443509615384,79.8951048951049,0.7832699851663315,0.051777476592288985,0.5908443319037495,79.58148361941055,0.7757213415990376,0.00015096101649099387,0.33200204,0.33465293,0.33334503,13.88279414176941
31,0.6026821732521057,89.94651794433594,0.4872451376748252,82.07342657342657,0.8104137870718184,0.03575410194642894,0.48724514218201237,81.86701700017763,0.7582813544655747,0.00014477704441056752,0.3330881,0.3345128,0.3323991,13.62994122505188
32,0.5971046090126038,90.0749740600586,0.4036062814138986,84.36013986013987,0.8367932020094063,0.019274120223480504,0.403606299446293,84.22397592830004,0.7412334580674114,0.0001385448719264416,0.33412743,0.33322823,0.33264434,13.27000093460083
33,0.5970722436904907,90.11701202392578,0.3542984456949301,85.82867132867132,0.8523282235992306,0.010960658184819288,0.35429848657424073,85.70950153492167,0.7245688373094719,0.00013228049693600038,0.33280784,0.33410406,0.3330881,13.374765872955322
34,0.5935564637184143,90.18006896972656,0.32961985768138113,86.68881118881119,0.8611230429747768,0.01125284898062269,0.3296198239510965,86.5735098105445,0.7082788752801468,0.000126,0.33286622,0.33237574,0.33475804,13.536389827728271
35,0.5892235636711121,90.26648712158203,0.3157293487762238,87.1958041958042,0.8662391648340688,0.010715454706883096,0.31572931448163327,87.08142665332474,0.6923551487956764,0.00011971950306399963,0.33360192,0.33497992,0.33141816,13.581475257873535
36,0.5859109163284302,90.37509155273438,0.3075861833479021,87.4895104895105,0.8692386745576975,0.01163679995372162,0.30758617154612267,87.37638188276235,0.6767894240447068,0.00011345512807355842,0.3324458,0.33427924,0.33327493,13.553450345993042
37,0.5821598768234253,90.43114471435547,0.3017659049934441,87.74825174825175,0.8718356017310973,0.011427599366728243,0.30176584500758974,87.63531343322335,0.661573652330765,0.00010722295558943253,0.33336836,0.33320487,0.33342674,13.697149515151978
38,0.5813586711883545,90.46034240722656,0.29746694711538463,87.95104895104895,0.8738792900918899,0.009749438314587919,0.29746696038392884,87.83842496267697,0.6466999659104544,0.00010103898350900613,0.33222392,0.3334968,0.33427924,13.701828479766846
39,0.5781300067901611,90.625,0.29391352300043705,88.06293706293707,0.8750065449596923,0.010428758866407654,0.29391350134072824,87.9504805495435,0.6321606739252159,9.491908599991866e-05,0.33506167,0.33305305,0.33188528,13.787503004074097
40,0.5754071474075317,90.67521667480469,0.2915839092548077,88.15384615384615,0.8760054373075037,0.011229285832260039,0.2915839176743215,88.04318566922699,0.6179482584245533,8.887897275130362e-05,0.334034,0.33330998,0.33265603,14.01233434677124
41,0.5721696615219116,90.7301025390625,0.2899713518902972,88.21678321678321,0.8766794963986203,0.012373816916992615,0.28997134362736765,88.10701650139899,0.6040553704786641,8.29341486472423e-05,0.33354354,0.33200204,0.33445442,13.890002727508545
42,0.5709767937660217,90.75929260253906,0.2885809454217657,88.25524475524476,0.8770701782517364,0.012106651994627671,0.28858093938235574,88.14559936923054,0.5904748263784705,7.709987396594852e-05,0.33554044,0.33099777,0.3334618,13.88175630569458
43,0.5683419108390808,90.88774871826172,0.2875270432692308,88.31468531468532,0.8776740370598162,0.011343242833455959,0.28752702782868533,88.20522899294458,0.5771996039210777,7.139112520685334e-05,0.33342674,0.33343843,0.3331348,13.669818878173828
44,0.5624340772628784,90.94731140136719,0.28689934577141607,88.34265734265733,0.8779572270263762,0.011930727002087173,0.28689932158686465,88.23327041465339,0.564222838778748,6.582255664614597e-05,0.33306473,0.33373037,0.33320487,13.971394300460815
45,0.5599868297576904,91.04073333740234,0.2868244304523601,88.37412587412588,0.878308156533744,0.011768093844810566,0.286824428387587,88.26546382997559,0.5515378209495059,6.040846271945669e-05,0.33278447,0.33489817,0.33231735,13.841156244277954
46,0.5592504739761353,91.10846710205078,0.28664045427229023,88.34615384615384,0.8780454603711143,0.012442471688756576,0.2866404783567634,88.23783228434536,0.5391379912875427,5.516274132824573e-05,0.33209547,0.3332399,0.3346646,13.573791265487671
47,0.5572792291641235,91.14350128173828,0.28680933812281467,88.33216783216783,0.8778753700139983,0.01243347265607827,0.2868093840960463,88.22324166601422,0.5270169381116254,5.00988581640898e-05,0.33480474,0.3335669,0.33162835,13.65987515449524
48,0.5566129684448242,91.18670654296875,0.2867356861888112,88.34965034965036,0.878098788456303,0.012418702541739789,0.2867356632152956,88.24169604884635,0.5151683938897563,4.5229812142444465e-05,0.3330414,0.33306473,0.33389387,13.419126033782959
49,0.5536293983459473,91.1832046508789,0.28669153600305947,88.34965034965036,0.8781212553120085,0.012763378573255938,0.28669152543315035,88.24214538596046,0.503586231998369,4.056810203461486e-05,0.33450112,0.3319904,0.3335085,13.618258953094482
50,0.5503464341163635,91.4004135131836,0.2869756610576923,88.36013986013987,0.8782543255416653,0.01292676573762527,0.2869756564675636,88.2531983989452,0.49226446355438525,3.6125694383589145e-05,0.3337771,0.33279616,0.33342674,13.36338472366333
51,0.5489910840988159,91.40508270263672,0.2870610249125874,88.32517482517483,0.877933774953383,0.013555797554187841,0.2870609913520433,88.21881535920753,0.48119723431849415,3.191399278609394e-05,0.33200204,0.3332399,0.33475804,13.022822380065918
52,0.5473921298980713,91.37004852294922,0.2872449669471154,88.32867132867133,0.8780068316269921,0.01318553961500838,0.2872450225212707,88.22307369547693,0.4703788216680525,2.7943808619725398e-05,0.3325976,0.3322473,0.33515507,12.948698043823242
53,0.5467714071273804,91.46930694580078,0.2874286358173077,88.33566433566433,0.8780783089925858,0.013067107573672609,0.2874286247965985,88.23009764838318,0.45980363163804217,2.4225333290297768e-05,0.33438435,0.332983,0.33263266,13.101148128509521
54,0.5484673380851746,91.38756561279297,0.28761957768793706,88.33566433566433,0.8781209466292779,0.013326567533862339,0.28761956994457627,88.23095040111703,0.44946619602855253,2.0768112070650874e-05,0.33283117,0.33188528,0.33528355,13.577316522598267
55,0.5468704104423523,91.36070251464844,0.2878974541083916,88.35664335664336,0.8783304501213526,0.013422661193913511,0.28789748948938826,88.25192368774175,0.4393611695772933,1.7581019598071823e-05,0.33522514,0.3319904,0.33278447,13.554443597793579
